areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10
Upper East Side,Manhattan,neighborhood,8925.000,8950.000,9850.000,8300.000,8050.000,7725.000,7500.000,7100.000,7648.000,7825.000,8500.000,7500.000,7663.000,8990.000,9500.000,9500.000,8950.000,8500.000,8550.000,8925.000,10000.000,9500.000,9500.000,9575.000,11000.000,9650.000,10995.000,10498.000,9650.000,9100.000,8995.000,8995.000,10600.000,9995.000,9575.000,10150.000,9950.000,9950.000,9995.000,9925.000,9950.000,9995.000,8500.000,8000.000,8875.000,8775.000,8995.000,8750.000,8500.000,8200.000,9000.000,8050.000,9500.000,8495.000,8750.000,8060.000,8160.000,8500.000,9750.000,10000.000,10325.000,9800.000,8500.000,8450.000,7500.000,7500.000,7250.000,7550.000,7142.000,7500.000,7995.000,8125.000,8250.000,8769.000,8500.000,8900.000,8800.000,8500.000,8000.000,8050.000,8963.000,8500.000,8498.000,8500.000,8900.000,9429.000,8900.000,8998.000,7941.000,7500.000,7450.000,7200.000,7998.000,7925.000,7506.000,7775.000,7500.000,8498.000,7987.000,8500.000,7900.000,7375.000,6850.000,6995.000,7950.000,7995.000,8445.000,8995.000,8850.000,8750.000,8948.000,8392.000,8545.000,8098.000,7100.000,7808.000,8948.000,9225.000,9500.000,9950.000,9500.000,11500.000,12558.000,10125.000,8000.000,7200.000,7000.000,6500.000,6500.000,6500.000,6695.000,6795.000,6595.000,6000.000,6000.000,6750.000,6120.000,6595.000,6900.000,7448.000,8848.000,9575.000,8300.000,9240.000,9000.000,9000.000,8375.000,8900.000,9125.000,8998.000,9000.000,9800.000,10000.000,10148.000
Upper West Side,Manhattan,neighborhood,7000.000,7000.000,7000.000,7950.000,8998.000,8500.000,7250.000,7550.000,8000.000,8495.000,9000.000,8000.000,8500.000,8950.000,9000.000,8900.000,8495.000,8125.000,7950.000,8000.000,8425.000,8500.000,8950.000,8500.000,9000.000,8995.000,9500.000,9900.000,9000.000,9500.000,8900.000,8472.000,8500.000,8998.000,8995.000,9000.000,8500.000,8600.000,9200.000,8900.000,8500.000,8500.000,8000.000,7763.000,9285.000,9000.000,8500.000,8425.000,8100.000,8995.000,8600.000,9200.000,9000.000,9000.000,8700.000,8750.000,8450.000,8448.000,8850.000,8900.000,9413.000,9000.000,9500.000,9416.000,8670.000,8055.000,8500.000,8455.000,8995.000,9000.000,8500.000,9350.000,8750.000,8795.000,8300.000,8500.000,8000.000,7800.000,7850.000,7475.000,7825.000,7499.000,7500.000,7749.000,7965.000,8500.000,8077.000,8000.000,7250.000,7050.000,6700.000,6500.000,6596.000,6863.000,7000.000,7395.000,7219.000,7113.000,6995.000,6995.000,6998.000,6950.000,6000.000,6800.000,6995.000,7000.000,7775.000,7973.000,8000.000,7639.000,6863.000,6768.000,7095.000,6895.000,6500.000,6454.000,6500.000,7249.000,7750.000,8200.000,8463.000,8295.000,8000.000,7205.000,6825.000,6500.000,6500.000,6000.000,5995.000,6000.000,6175.000,6175.000,6500.000,6850.000,6500.000,6400.000,6158.000,6000.000,6000.000,6000.000,6500.000,7995.000,8373.000,8000.000,7500.000,8402.000,8350.000,7995.000,7800.000,8075.000,8700.000,9150.000,9900.000,9375.000
Utopia,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Nest,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175.000,,,,,,2300.000,2247.000,,,,,,,2300.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Heights,Manhattan,neighborhood,2300.000,2350.000,2350.000,2600.000,2500.000,2500.000,2548.000,2595.000,2448.000,2300.000,2250.000,2248.000,2350.000,2325.000,2371.000,2500.000,2400.000,2338.000,2548.000,2548.000,2650.000,2623.000,2595.000,2595.000,2700.000,2700.000,2700.000,2700.000,2700.000,2498.000,2500.000,2500.000,2525.000,2675.000,2700.000,2650.000,2500.000,2500.000,2500.000,2500.000,2450.000,2500.000,2500.000,2500.000,2600.000,2573.000,2500.000,2498.000,2400.000,2400.000,2525.000,2600.000,2600.000,2650.000,2550.000,2825.000,2825.000,2806.000,2753.000,2750.000,2795.000,2750.000,2750.000,2750.000,2750.000,2800.000,2850.000,2900.000,2995.000,2898.000,2850.000,2800.000,2829.000,2795.000,2900.000,2900.000,3000.000,3000.000,3000.000,2998.000,2995.000,2998.000,2950.000,2850.000,2842.000,2795.000,2850.000,2924.000,2987.000,2995.000,3000.000,3000.000,3000.000,2895.000,2799.000,2771.000,2800.000,2829.000,2837.000,2844.000,2837.000,2933.000,2971.000,3000.000,2979.000,2933.000,2900.000,2850.000,2895.000,2895.000,2950.000,2933.000,2899.000,2933.000,3000.000,3000.000,3050.000,3025.000,2950.000,2950.000,2998.000,2997.000,2995.000,2933.000,2825.000,2763.000,2800.000,2750.000,2650.000,2600.000,2550.000,2508.000,2595.000,2695.000,2750.000,2795.000,2750.000,2795.000,2800.000,2845.000,2840.000,2800.000,2800.000,2800.000,2800.000,2800.000,2850.000,3000.000,3100.000,3250.000,3300.000,3350.000,3200.000,3200.000
West Harlem,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150.000,,,,,2700.000,2850.000,,,2825.000,2850.000,3050.000,3000.000,2900.000,2900.000,2995.000,3000.000,3000.000,3000.000,3000.000,2975.000,2750.000,2873.000,3200.000,3259.000,3069.000,3229.000,3378.000,3258.000,3200.000,3100.000,3300.000,3400.000,3325.000,3166.000,3133.000,3200.000,3000.000,3000.000,3000.000,3050.000,3000.000,3000.000,3000.000,2975.000,3100.000,3300.000,3300.000,3400.000,3000.000,3231.000,3208.000,3105.000,3231.000,3204.000,3200.000,3300.000,3300.000,3475.000,3400.000,3300.000,3400.000,3025.000,2800.000,2800.000,2920.000,3070.000,3195.000,3195.000,3373.000,3495.000,3500.000,3600.000,3333.000,3128.000,3250.000,3250.000,3200.000,3000.000,3116.000,3500.000,3300.000,3300.000,3650.000,3446.000,3550.000,3400.000,3391.000,3391.000,3358.000,3525.000,3400.000,3500.000,3115.000,3020.000,3018.000,2756.000,2695.000,2613.000,2632.000,2498.000,2508.000,2600.000,2600.000,2695.000,2750.000,2845.000,3100.000,3025.000,2850.000,2700.000,2800.000,2850.000,2750.000,2850.000,3000.000,3495.000,3750.000,3600.000,3995.000,3950.000,4250.000,
West Village,Manhattan,neighborhood,4300.000,4300.000,5900.000,6100.000,13500.000,14500.000,13500.000,13500.000,14500.000,14475.000,20750.000,10900.000,7500.000,12500.000,12750.000,10750.000,10500.000,8000.000,7000.000,10500.000,12000.000,13450.000,13450.000,13400.000,12000.000,8500.000,5950.000,5645.000,9000.000,9850.000,6495.000,9348.000,10000.000,8750.000,7250.000,6398.000,11998.000,12998.000,12500.000,15000.000,7648.000,7500.000,6450.000,6300.000,5795.000,7773.000,8750.000,8248.000,7500.000,9495.000,8750.000,8725.000,8500.000,8748.000,6700.000,6300.000,7500.000,8995.000,7398.000,7648.000,8500.000,8248.000,12500.000,8600.000,8495.000,6550.000,6500.000,7995.000,7748.000,10500.000,15500.000,17500.000,16250.000,15250.000,15250.000,9795.000,7498.000,7495.000,7775.000,7750.000,7800.000,7000.000,7325.000,7150.000,7600.000,7800.000,7300.000,6973.000,7048.000,7348.000,7500.000,7200.000,7200.000,7250.000,7995.000,7995.000,7495.000,7495.000,7000.000,6400.000,7000.000,6648.000,6473.000,6948.000,7498.000,7995.000,13000.000,13500.000,11000.000,8998.000,8700.000,8700.000,7875.000,7100.000,7795.000,7900.000,9400.000,9998.000,13875.000,13125.000,12500.000,13000.000,10500.000,7850.000,6675.000,6671.000,6500.000,5995.000,6400.000,6500.000,5795.000,5495.000,5995.000,6000.000,6550.000,7450.000,7125.000,7150.000,7000.000,6923.000,6850.000,7400.000,6998.000,6995.000,6695.000,7000.000,7495.000,8500.000,8995.000,9498.000,9448.000,10898.000,11250.000,9813.000
Westchester Village,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitestone,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.000,2100.000,,,,,,,,,,,,2950.000,,,,,,,,,,,,,2300.000,,,,,,,,,2500.000,,,,2450.000,2450.000,2450.000,2500.000,,,,,,,,2500.000,2400.000,2450.000,,,2450.000,2400.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5999.000,,,3150.000,3500.000,,,,,,,,,,,3000.000,3000.000,3300.000
Williamsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsburg,Brooklyn,neighborhood,4100.000,4250.000,5224.000,4350.000,4150.000,3550.000,4300.000,4023.000,5200.000,5050.000,4900.000,4850.000,5500.000,4800.000,4500.000,4250.000,4700.000,4995.000,4700.000,3500.000,4175.000,3975.000,4300.000,3848.000,3500.000,3500.000,3725.000,4650.000,3600.000,3788.000,3950.000,4000.000,4500.000,4355.000,4000.000,4440.000,4100.000,4000.000,4000.000,4000.000,4100.000,4000.000,4000.000,4000.000,4000.000,4000.000,4000.000,3800.000,3799.000,3750.000,3700.000,3800.000,3800.000,3800.000,3800.000,3775.000,3725.000,3800.000,3800.000,3800.000,3800.000,3800.000,4000.000,4000.000,4300.000,4195.000,4195.000,4195.000,4300.000,4184.000,3850.000,3900.000,4160.000,4200.000,3995.000,3900.000,3893.000,4000.000,3800.000,3800.000,3795.000,3800.000,3645.000,3599.000,3644.000,3646.000,3794.000,3800.000,3995.000,3978.000,3890.000,3899.000,3975.000,3899.000,3745.000,3750.000,3700.000,3700.000,3800.000,3768.000,3725.000,3750.000,3819.000,3750.000,3660.000,3587.000,3400.000,3300.000,3443.000,3600.000,3750.000,4200.000,4325.000,4408.000,4350.000,4200.000,4595.000,4583.000,4722.000,4795.000,4500.000,4195.000,3990.000,4216.000,3999.000,3923.000,3781.000,3600.000,3469.000,3344.000,3300.000,3379.000,3333.000,3299.000,3200.000,3337.000,3495.000,3999.000,4495.000,4700.000,4500.000,4695.000,4499.000,4980.000,4999.000,4745.000,4800.000,4400.000,4799.000,5500.000,5800.000,5625.000,5500.000,5250.000
Windsor Terrace,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.000,,,,,,,,3000.000,2950.000,3200.000,3200.000,3700.000,3600.000,3300.000,2950.000,2950.000,2750.000,2713.000,2950.000,3200.000,3200.000,3200.000,3200.000,3150.000,3150.000,3200.000,3200.000,3200.000,3250.000,3200.000,3050.000,3150.000,3200.000,3200.000,3200.000,3200.000,3138.000,3119.000,3138.000,3138.000,3200.000,3215.000,3550.000,3600.000,3250.000,3300.000,3399.000,3200.000,3150.000,3200.000,3200.000,3100.000,3000.000,3200.000,3250.000,3450.000,3900.000,3400.000,3400.000,3179.000,,,2875.000,3009.000,3342.000,3300.000,3400.000,3893.000,3000.000,3000.000,3300.000,3195.000,3195.000,4095.000,3650.000,3300.000,3825.000,3500.000,3200.000,3425.000,3300.000,3395.000,3348.000,3499.000,,,,,,,,4292.000,3800.000,3800.000,3700.000,3600.000,3548.000,3350.000,3000.000,3000.000,3200.000,3200.000,3200.000,5050.000,4275.000,,3850.000,3500.000,3600.000,,,,,,,5998.000,5500.000,5300.000,,
Woodhaven,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2848.000,,2550.000,,,
Woodlawn,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.000,,2500.000,,2500.000,2757.000,,,,,,,2800.000,,,,,,,2848.000,,2800.000,2625.000,2550.000,2650.000,2650.000,2725.000,2775.000,2900.000,2800.000,2725.000,2500.000,2575.000,2500.000,2700.000,2775.000,2700.000,2650.000,2700.000,,2750.000,2725.000,2700.000,2800.000,2800.000,2699.000,2700.000,2850.000,2700.000,2600.000,2700.000,2550.000,2500.000,2850.000,2775.000,2750.000,2550.000,2700.000,2700.000,2850.000,2750.000,2700.000,2650.000,2692.000,3138.000,3000.000,2908.000,2895.000,2750.000,2848.000,2800.000,2787.000,2695.000,2650.000,2600.000,2700.000,2700.000,2675.000,2650.000,2625.000,2550.000,2500.000,2600.000,2598.000,2548.000,2700.000,2675.000,,2650.000,,2700.000,2950.000,,,,3100.000,3000.000,3000.000
Woodstock,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.000,2250.000,,,,,,,,2200.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
